term,corr,state,freq
anterior temporal,0.022,7,beta
communication,0.021,7,beta
goals,0.021,7,beta
written,0.021,7,beta
pseudowords,0.021,7,beta
temporal inferior,0.021,7,beta
verbs,0.02,7,beta
discriminative,0.02,7,beta
parietal lobule,0.02,7,beta
items,0.02,7,beta
orthographic,0.02,7,beta
perceiving,0.02,7,beta
parietal occipital,0.02,7,beta
congruent incongruent,0.019,7,beta
knowledge,0.019,7,beta
saccades,0.019,7,beta
language network,0.019,7,beta
temporal parietal,0.018,7,beta
shifts,0.018,7,beta
categories,0.018,7,beta
bilinguals,0.018,7,beta
attention network,0.018,7,beta
inferior parietal,0.018,7,beta
secondary somatosensory,0.018,7,beta
autobiographical memory,0.018,7,beta
somatosensory cortices,0.017,7,beta
autism,0.017,7,beta
task positive,0.017,7,beta
temporal lobes,0.017,7,beta
mental states,0.017,7,beta
hands,0.017,7,beta
target,0.017,7,beta
targets,0.016,7,beta
familiar,0.016,7,beta
english,0.016,7,beta
sn,0.016,7,beta
cortex suggest,0.016,7,beta
expressions,0.015,7,beta
task relevant,0.015,7,beta
percept,0.015,7,beta
eye fields,0.015,7,beta
illusion,0.015,7,beta
si,0.015,7,beta
subtraction,0.014,7,beta
attending,0.014,7,beta
gyrus precuneus,0.014,7,beta
lateral parietal,0.014,7,beta
erp,0.014,7,beta
dyslexia,0.014,7,beta
speakers,0.014,7,beta
mind tom,0.013,7,beta
space,0.013,7,beta
mental imagery,0.013,7,beta
attentional control,0.013,7,beta
facial expressions,0.013,7,beta
arithmetic,0.013,7,beta
symbolic,0.013,7,beta
readers,0.013,7,beta
spontaneous,0.013,7,beta
eye movement,0.013,7,beta
integrated,0.012,7,beta
posterior insula,0.012,7,beta
operculum,0.012,7,beta
temporal occipital,0.012,7,beta
preparatory,0.012,7,beta
mental state,0.012,7,beta
deprivation,0.012,7,beta
primary,0.012,7,beta
construction,0.012,7,beta
expression,0.011,7,beta
chinese,0.011,7,beta
visually presented,0.011,7,beta
retrosplenial cortex,0.011,7,beta
saccade,0.011,7,beta
amnestic,0.011,7,beta
electrical,0.011,7,beta
recognize,0.011,7,beta
sensory information,0.011,7,beta
middle superior,0.011,7,beta
concrete,0.01,7,beta
detecting,0.01,7,beta
visuo spatial,0.01,7,beta
primary somatosensory,0.01,7,beta
flexibility,0.01,7,beta
intense,0.01,7,beta
aphasia,0.01,7,beta
naming,0.01,7,beta
contextual,0.01,7,beta
schizophrenic,0.01,7,beta
somatosensory,0.01,7,beta
intervals,0.01,7,beta
somatosensory cortex,0.01,7,beta
memory performance,0.01,7,beta
parietal lobules,0.009,7,beta
autobiographical,0.009,7,beta
images,0.009,7,beta
congruency,0.009,7,beta
fronto,0.009,7,beta
integrating,0.009,7,beta
frontal eye,0.009,7,beta
contralateral,0.009,7,beta
recognition memory,0.009,7,beta
imagery,0.008,7,beta
attended,0.008,7,beta
tom,0.008,7,beta
frontal temporal,0.008,7,beta
temporal pole,0.008,7,beta
complex,0.008,7,beta
depth,0.008,7,beta
word recognition,0.008,7,beta
letters,0.008,7,beta
fronto parietal,0.008,7,beta
covert,0.008,7,beta
low level,0.008,7,beta
mirror,0.007,7,beta
demand,0.007,7,beta
occipital lobe,0.007,7,beta
midline,0.007,7,beta
familiarity,0.007,7,beta
button,0.007,7,beta
hub,0.007,7,beta
lobule ipl,0.007,7,beta
core,0.007,7,beta
conjunction,0.007,7,beta
form,0.007,7,beta
primary secondary,0.007,7,beta
remembered,0.007,7,beta
gyrus mfg,0.007,7,beta
sources,0.007,7,beta
anterior intraparietal,0.006,7,beta
social cognitive,0.006,7,beta
nogo,0.006,7,beta
spatiotemporal,0.006,7,beta
asymmetry,0.006,7,beta
unfamiliar,0.006,7,beta
encode,0.006,7,beta
planning,0.006,7,beta
real world,0.006,7,beta
angry,0.006,7,beta
place,0.006,7,beta
oddball,0.005,7,beta
detection task,0.005,7,beta
parietal lobe,0.005,7,beta
pole,0.005,7,beta
switch,0.005,7,beta
confidence,0.005,7,beta
abstract,0.005,7,beta
ipl,0.005,7,beta
visual stimulus,0.005,7,beta
visuomotor,0.005,7,beta
temporal cortices,0.005,7,beta
occipital parietal,0.005,7,beta
opercular,0.005,7,beta
semantics,0.005,7,beta
cortex middle,0.005,7,beta
parietal network,0.005,7,beta
tracking,0.005,7,beta
s1,0.004,7,beta
matching task,0.004,7,beta
congruent,0.004,7,beta
imagine,0.004,7,beta
inhibition,0.004,7,beta
demanding,0.004,7,beta
selection,0.004,7,beta
monitoring,0.004,7,beta
eye field,0.004,7,beta
correctly,0.003,7,beta
lateral medial,0.003,7,beta
cortex inferior,0.003,7,beta
memory encoding,0.003,7,beta
magnetoencephalography,0.003,7,beta
memory test,0.003,7,beta
discriminated,0.003,7,beta
shifting,0.003,7,beta
goal,0.003,7,beta
anterior posterior,0.003,7,beta
cued,0.003,7,beta
response time,0.003,7,beta
pointing,0.003,7,beta
adaptation,0.003,7,beta
priming,0.002,7,beta
cues,0.002,7,beta
movements,0.002,7,beta
rating,0.002,7,beta
cue,0.002,7,beta
belief,0.002,7,beta
detected,0.002,7,beta
bodily,0.002,7,beta
dorsal ventral,0.002,7,beta
disease,0.002,7,beta
orientation,0.002,7,beta
insular cortex,0.002,7,beta
dimension,0.001,7,beta
magnitude,0.001,7,beta
salient,0.001,7,beta
expressed,0.001,7,beta
concurrent,0.001,7,beta
lobule,0.001,7,beta
broca,0.001,7,beta
hubs,0.001,7,beta
alpha,0.001,7,beta
short term,0.001,7,beta
spectrum disorders,0.001,7,beta
addition,0.001,7,beta
judgment task,0.001,7,beta
goal directed,0.001,7,beta
rt,0.001,7,beta
lobes,0.001,7,beta
rhythm,0.001,7,beta
inhibit,0.001,7,beta
pictures,0.001,7,beta
instructions,0.001,7,beta
inference,0.0,7,beta
engagement,0.0,7,beta
violations,0.0,7,beta
elderly,0.0,7,beta
inferior temporal,0.0,7,beta
sulci,0.0,7,beta
domain general,0.0,7,beta
lexical decision,0.0,7,beta
cognitive task,0.0,7,beta
character,0.0,7,beta
compensatory,0.0,7,beta
gyrus posterior,0.0,7,beta
remember,0.0,7,beta
capture,0.0,7,beta
rule,0.0,7,beta
autism spectrum,0.0,7,beta
cortex parietal,0.0,7,beta
spatial temporal,0.0,7,beta
cortex frontal,0.0,7,beta
concepts,0.0,7,beta
ventral dorsal,0.0,7,beta
gyrus middle,-0.001,7,beta
recognized,-0.001,7,beta
life,-0.001,7,beta
expertise,-0.001,7,beta
cingulate gyrus,-0.001,7,beta
size,-0.001,7,beta
unilateral,-0.001,7,beta
spatially,-0.001,7,beta
postcentral gyrus,-0.001,7,beta
associations,-0.001,7,beta
act,-0.001,7,beta
bilaterally,-0.001,7,beta
mnemonic,-0.001,7,beta
controlled,-0.001,7,beta
behavioral measures,-0.001,7,beta
relevance,-0.001,7,beta
intensity,-0.001,7,beta
verb,-0.001,7,beta
children,-0.001,7,beta
ipsilateral,-0.001,7,beta
performance task,-0.001,7,beta
superior inferior,-0.001,7,beta
adolescence,-0.001,7,beta
insular,-0.001,7,beta
adolescent,-0.001,7,beta
dominant,-0.001,7,beta
languages,-0.001,7,beta
cognitive processes,-0.001,7,beta
memory processes,-0.001,7,beta
ability,-0.001,7,beta
simulation,-0.001,7,beta
difficult,-0.001,7,beta
epilepsy,-0.001,7,beta
execution,-0.001,7,beta
childhood,-0.001,7,beta
identification,-0.001,7,beta
interhemispheric,-0.001,7,beta
manual,-0.001,7,beta
foot,-0.001,7,beta
disorders,-0.001,7,beta
hand,-0.001,7,beta
dimensions,-0.001,7,beta
organization,-0.001,7,beta
substance,-0.001,7,beta
complexity,-0.001,7,beta
efficiency,-0.001,7,beta
focus,-0.001,7,beta
preference,-0.001,7,beta
diagnosis,-0.001,7,beta
mci,-0.001,7,beta
accurate,-0.001,7,beta
concept,-0.001,7,beta
hoc,-0.001,7,beta
cerebral,-0.001,7,beta
adults,-0.001,7,beta
vulnerability,-0.001,7,beta
individual variability,-0.001,7,beta
frequency,-0.001,7,beta
behavioral performance,-0.001,7,beta
age,-0.001,7,beta
salience,-0.001,7,beta
mapping,-0.001,7,beta
interactions,-0.001,7,beta
depressed,-0.002,7,beta
depressive disorder,-0.002,7,beta
discrimination,-0.002,7,beta
discriminate,-0.002,7,beta
consumption,-0.002,7,beta
integrate,-0.002,7,beta
avoid,-0.002,7,beta
sensation,-0.002,7,beta
confounding,-0.002,7,beta
capacity,-0.002,7,beta
humans,-0.002,7,beta
add,-0.002,7,beta
intelligence,-0.002,7,beta
maps,-0.002,7,beta
awareness,-0.002,7,beta
dominance,-0.002,7,beta
long term,-0.002,7,beta
adolescents,-0.002,7,beta
inconsistent,-0.002,7,beta
emotional faces,-0.002,7,beta
exploratory,-0.002,7,beta
encoding,-0.002,7,beta
postcentral,-0.002,7,beta
persons,-0.002,7,beta
oral,-0.002,7,beta
cortical,-0.002,7,beta
mdd,-0.002,7,beta
head,-0.002,7,beta
parietal cortices,-0.002,7,beta
behavioral,-0.002,7,beta
parietal temporal,-0.002,7,beta
psychotic,-0.002,7,beta
intentions,-0.002,7,beta
eyes,-0.002,7,beta
novelty,-0.002,7,beta
sizes,-0.002,7,beta
experiences,-0.002,7,beta
manipulation,-0.002,7,beta
major depressive,-0.002,7,beta
prime,-0.002,7,beta
female,-0.002,7,beta
cortex lateral,-0.002,7,beta
poor,-0.002,7,beta
experience,-0.002,7,beta
probability,-0.002,7,beta
cerebral cortex,-0.002,7,beta
deficits,-0.002,7,beta
deficit,-0.002,7,beta
word pairs,-0.002,7,beta
hc,-0.002,7,beta
reference,-0.002,7,beta
developmental,-0.002,7,beta
values,-0.002,7,beta
cognitive impairment,-0.002,7,beta
cortex bilaterally,-0.002,7,beta
plasticity,-0.002,7,beta
expectation,-0.002,7,beta
sex,-0.002,7,beta
temporal lobe,-0.002,7,beta
family,-0.002,7,beta
depression,-0.002,7,beta
chronic,-0.003,7,beta
gyrus anterior,-0.003,7,beta
metabolic,-0.003,7,beta
pairs,-0.003,7,beta
negativity,-0.003,7,beta
drug,-0.003,7,beta
deficient,-0.003,7,beta
signaling,-0.003,7,beta
attenuation,-0.003,7,beta
cognitive deficits,-0.003,7,beta
compensate,-0.003,7,beta
damage,-0.003,7,beta
cortex dorsal,-0.003,7,beta
posttraumatic,-0.003,7,beta
adhd,-0.003,7,beta
serial,-0.003,7,beta
hyperactivity,-0.003,7,beta
hemispheric,-0.003,7,beta
illness,-0.003,7,beta
image,-0.003,7,beta
stroke,-0.003,7,beta
social,-0.003,7,beta
cortex medial,-0.003,7,beta
concentration,-0.003,7,beta
balance,-0.003,7,beta
brains,-0.003,7,beta
deficit hyperactivity,-0.003,7,beta
episode,-0.003,7,beta
lesion,-0.003,7,beta
subsequent,-0.003,7,beta
constraints,-0.003,7,beta
strategies,-0.003,7,beta
cognitive performance,-0.003,7,beta
stimulation tms,-0.003,7,beta
anger,-0.003,7,beta
arterial spin,-0.003,7,beta
suffering,-0.003,7,beta
arterial,-0.003,7,beta
interpersonal,-0.003,7,beta
encoded,-0.003,7,beta
beta,-0.003,7,beta
lesions,-0.003,7,beta
pair,-0.003,7,beta
explicit,-0.003,7,beta
visual information,-0.003,7,beta
suppression,-0.003,7,beta
source,-0.003,7,beta
salience network,-0.003,7,beta
smokers,-0.003,7,beta
accurately,-0.003,7,beta
names,-0.003,7,beta
inferior superior,-0.003,7,beta
binding,-0.003,7,beta
emotional responses,-0.003,7,beta
high risk,-0.003,7,beta
semantic memory,-0.003,7,beta
drugs,-0.003,7,beta
neutral stimuli,-0.003,7,beta
al,-0.003,7,beta
reorganization,-0.003,7,beta
effort,-0.003,7,beta
mesial,-0.003,7,beta
met,-0.003,7,beta
controlling,-0.003,7,beta
bipolar,-0.003,7,beta
evaluation,-0.003,7,beta
oriented,-0.003,7,beta
exploration,-0.003,7,beta
people,-0.003,7,beta
forms,-0.003,7,beta
risky,-0.003,7,beta
symptom,-0.003,7,beta
hyperactivity disorder,-0.003,7,beta
sclerosis,-0.003,7,beta
gyri,-0.003,7,beta
handedness,-0.003,7,beta
referred,-0.003,7,beta
education,-0.003,7,beta
compensation,-0.003,7,beta
imagined,-0.004,7,beta
ventral premotor,-0.004,7,beta
cortex dorsolateral,-0.004,7,beta
predictive,-0.004,7,beta
conceptual,-0.004,7,beta
gamma,-0.004,7,beta
cortex vlpfc,-0.004,7,beta
conflicting,-0.004,7,beta
consecutive,-0.004,7,beta
light,-0.004,7,beta
memory,-0.004,7,beta
discrimination task,-0.004,7,beta
consistency,-0.004,7,beta
sleep,-0.004,7,beta
solving,-0.004,7,beta
attend,-0.004,7,beta
economic,-0.004,7,beta
disorder mdd,-0.004,7,beta
disorder ptsd,-0.004,7,beta
correction,-0.004,7,beta
rsfc,-0.004,7,beta
everyday life,-0.004,7,beta
sensitivity,-0.004,7,beta
symptom severity,-0.004,7,beta
rehabilitation,-0.004,7,beta
manipulations,-0.004,7,beta
mfg,-0.004,7,beta
cognitively,-0.004,7,beta
conscious,-0.004,7,beta
distractor,-0.004,7,beta
attention deficit,-0.004,7,beta
self referential,-0.004,7,beta
response times,-0.004,7,beta
limb,-0.004,7,beta
abilities,-0.004,7,beta
bipolar disorder,-0.004,7,beta
consolidation,-0.004,7,beta
stress disorder,-0.004,7,beta
interval,-0.004,7,beta
sustained,-0.004,7,beta
iq,-0.004,7,beta
placebo controlled,-0.004,7,beta
concurrently,-0.004,7,beta
categorical,-0.004,7,beta
thoughts,-0.004,7,beta
categorization,-0.004,7,beta
feeling,-0.004,7,beta
interactive,-0.004,7,beta
episodes,-0.004,7,beta
rs,-0.004,7,beta
oscillations,-0.004,7,beta
motor function,-0.004,7,beta
negative emotional,-0.004,7,beta
disorder adhd,-0.004,7,beta
sham,-0.004,7,beta
match,-0.004,7,beta
happy faces,-0.004,7,beta
prospective,-0.004,7,beta
digit,-0.004,7,beta
picture,-0.005,7,beta
females,-0.005,7,beta
cognitive tasks,-0.005,7,beta
memory tasks,-0.005,7,beta
serotonin,-0.005,7,beta
compulsive,-0.005,7,beta
generation,-0.005,7,beta
alff,-0.005,7,beta
expectations,-0.005,7,beta
passive viewing,-0.005,7,beta
everyday,-0.005,7,beta
asd,-0.005,7,beta
retention,-0.005,7,beta
biomarkers,-0.005,7,beta
empathic,-0.005,7,beta
learned,-0.005,7,beta
fc,-0.005,7,beta
morphology,-0.005,7,beta
empathy,-0.005,7,beta
executive function,-0.005,7,beta
reaction time,-0.005,7,beta
invasive,-0.005,7,beta
morphological,-0.005,7,beta
dorsal,-0.005,7,beta
referential,-0.005,7,beta
blind,-0.005,7,beta
cognitive functions,-0.005,7,beta
spectrum disorder,-0.005,7,beta
dorsal premotor,-0.005,7,beta
decline,-0.005,7,beta
questionnaire,-0.005,7,beta
pressure,-0.005,7,beta
unexpected,-0.005,7,beta
probabilistic,-0.005,7,beta
distractors,-0.005,7,beta
frontotemporal,-0.005,7,beta
mild cognitive,-0.005,7,beta
metabolism,-0.005,7,beta
rules,-0.005,7,beta
affect,-0.005,7,beta
risk,-0.005,7,beta
magnetic stimulation,-0.005,7,beta
reaction times,-0.005,7,beta
effortful,-0.005,7,beta
cortex ba,-0.005,7,beta
threatening,-0.006,7,beta
disease ad,-0.006,7,beta
sustained attention,-0.006,7,beta
target detection,-0.006,7,beta
similarity,-0.006,7,beta
alcohol,-0.006,7,beta
uncertain,-0.006,7,beta
frontal parietal,-0.006,7,beta
classical,-0.006,7,beta
hypoactivation,-0.006,7,beta
performance,-0.006,7,beta
hemispheres,-0.006,7,beta
events,-0.006,7,beta
pharmacological,-0.006,7,beta
cognition,-0.006,7,beta
computation,-0.006,7,beta
gyrus insula,-0.006,7,beta
uncertainty,-0.006,7,beta
social cognition,-0.006,7,beta
animals,-0.006,7,beta
relational,-0.006,7,beta
mg,-0.006,7,beta
multiple sclerosis,-0.006,7,beta
induction,-0.006,7,beta
cortex m1,-0.006,7,beta
precentral gyrus,-0.006,7,beta
distraction,-0.006,7,beta
chronic pain,-0.006,7,beta
competition,-0.006,7,beta
incongruent,-0.006,7,beta
sensory motor,-0.006,7,beta
painful,-0.006,7,beta
behavioral responses,-0.006,7,beta
interoceptive,-0.006,7,beta
hyperactivation,-0.006,7,beta
behaviors,-0.006,7,beta
cortex posterior,-0.006,7,beta
repetition suppression,-0.006,7,beta
suppressed,-0.006,7,beta
social interaction,-0.006,7,beta
decisions,-0.006,7,beta
brodmann,-0.006,7,beta
emotional valence,-0.006,7,beta
cortex ventral,-0.006,7,beta
pd,-0.006,7,beta
motor responses,-0.006,7,beta
parkinson disease,-0.007,7,beta
spectrum,-0.007,7,beta
td,-0.007,7,beta
disability,-0.007,7,beta
loss,-0.007,7,beta
executive control,-0.007,7,beta
ocd,-0.007,7,beta
disorder ocd,-0.007,7,beta
task difficulty,-0.007,7,beta
frontal gyri,-0.007,7,beta
medial superior,-0.007,7,beta
inhibitory,-0.007,7,beta
cognitive function,-0.007,7,beta
diseases,-0.007,7,beta
task demands,-0.007,7,beta
recognition task,-0.007,7,beta
disease pd,-0.007,7,beta
encoding retrieval,-0.007,7,beta
prediction,-0.007,7,beta
incorrect,-0.007,7,beta
m1,-0.007,7,beta
adulthood,-0.007,7,beta
anticipatory,-0.007,7,beta
therapy,-0.007,7,beta
appraisal,-0.007,7,beta
ad,-0.007,7,beta
acts,-0.007,7,beta
stress,-0.007,7,beta
attention task,-0.007,7,beta
executed,-0.007,7,beta
cortex involved,-0.007,7,beta
control network,-0.007,7,beta
gyrus cerebellum,-0.007,7,beta
skin,-0.008,7,beta
cognitive emotional,-0.008,7,beta
storage,-0.008,7,beta
biomarker,-0.008,7,beta
game,-0.008,7,beta
memory task,-0.008,7,beta
externally,-0.008,7,beta
subcortical structures,-0.008,7,beta
consciousness,-0.008,7,beta
regulatory,-0.008,7,beta
contexts,-0.008,7,beta
separation,-0.008,7,beta
handed,-0.008,7,beta
experiencing,-0.008,7,beta
strategy,-0.008,7,beta
arm,-0.008,7,beta
motor response,-0.008,7,beta
obsessive,-0.008,7,beta
gyrus ba,-0.008,7,beta
reactivity,-0.008,7,beta
inferior middle,-0.008,7,beta
delay,-0.008,7,beta
recall,-0.008,7,beta
addiction,-0.008,7,beta
parkinson,-0.008,7,beta
genes,-0.008,7,beta
recognizing,-0.008,7,beta
disgust,-0.008,7,beta
hand movements,-0.008,7,beta
nociceptive,-0.008,7,beta
neocortical,-0.008,7,beta
reho,-0.008,7,beta
obsessive compulsive,-0.008,7,beta
happy,-0.008,7,beta
paired,-0.008,7,beta
remembering,-0.008,7,beta
gm,-0.008,7,beta
divided,-0.008,7,beta
subsequent memory,-0.008,7,beta
emotionally,-0.008,7,beta
medial temporal,-0.008,7,beta
trait,-0.008,7,beta
dysregulation,-0.008,7,beta
progressive,-0.008,7,beta
success,-0.009,7,beta
sequence,-0.009,7,beta
premotor,-0.009,7,beta
animal,-0.009,7,beta
placebo,-0.009,7,beta
major depression,-0.009,7,beta
emotions,-0.009,7,beta
gm volume,-0.009,7,beta
time task,-0.009,7,beta
prefrontal cortical,-0.009,7,beta
integrity,-0.009,7,beta
cortex thalamus,-0.009,7,beta
motor pre,-0.009,7,beta
inhibitory control,-0.009,7,beta
control task,-0.009,7,beta
learn,-0.009,7,beta
expectancy,-0.009,7,beta
prediction error,-0.009,7,beta
amygdala responses,-0.009,7,beta
sensorimotor network,-0.009,7,beta
correct,-0.009,7,beta
outcome,-0.009,7,beta
anxiety disorders,-0.009,7,beta
index finger,-0.009,7,beta
fearful,-0.009,7,beta
reaction,-0.009,7,beta
sequential,-0.009,7,beta
frontal operculum,-0.009,7,beta
memory wm,-0.01,7,beta
insula inferior,-0.01,7,beta
decision task,-0.01,7,beta
executive functions,-0.01,7,beta
alzheimer disease,-0.01,7,beta
compulsive disorder,-0.01,7,beta
cortex superior,-0.01,7,beta
regulating,-0.01,7,beta
feelings,-0.01,7,beta
load,-0.01,7,beta
neutral faces,-0.01,7,beta
locus,-0.01,7,beta
globus,-0.01,7,beta
motor,-0.01,7,beta
chosen,-0.01,7,beta
pleasant,-0.01,7,beta
unpleasant,-0.01,7,beta
ventral anterior,-0.01,7,beta
learning task,-0.01,7,beta
track,-0.01,7,beta
sensations,-0.01,7,beta
self report,-0.01,7,beta
parahippocampal cortex,-0.01,7,beta
negative emotions,-0.01,7,beta
premotor cortex,-0.01,7,beta
personality,-0.01,7,beta
learning,-0.01,7,beta
cortex insula,-0.01,7,beta
impulsivity,-0.01,7,beta
amygdala insula,-0.01,7,beta
implicit,-0.01,7,beta
instruction,-0.01,7,beta
sad,-0.01,7,beta
amygdala response,-0.011,7,beta
integrative,-0.011,7,beta
cortex hippocampus,-0.011,7,beta
socially,-0.011,7,beta
modulatory,-0.011,7,beta
smoking,-0.011,7,beta
motor imagery,-0.011,7,beta
wm task,-0.011,7,beta
ratings,-0.011,7,beta
emotional stimuli,-0.011,7,beta
german,-0.011,7,beta
dopamine,-0.011,7,beta
alzheimer,-0.011,7,beta
pars,-0.011,7,beta
impulsive,-0.011,7,beta
endogenous,-0.011,7,beta
abuse,-0.011,7,beta
globus pallidus,-0.011,7,beta
health,-0.011,7,beta
pallidus,-0.011,7,beta
fearful faces,-0.011,7,beta
associative,-0.012,7,beta
mm,-0.012,7,beta
sensorimotor,-0.012,7,beta
dementia,-0.012,7,beta
frontal lobe,-0.012,7,beta
motor task,-0.012,7,beta
thought,-0.012,7,beta
inferior,-0.012,7,beta
injury,-0.012,7,beta
regulate,-0.012,7,beta
subjective,-0.012,7,beta
behavior,-0.012,7,beta
photographs,-0.012,7,beta
stroop,-0.012,7,beta
tasks,-0.012,7,beta
disorder,-0.012,7,beta
lobe,-0.012,7,beta
preparation,-0.012,7,beta
intention,-0.012,7,beta
opercularis,-0.012,7,beta
timing,-0.012,7,beta
judgments,-0.012,7,beta
sensorimotor cortex,-0.013,7,beta
maintenance,-0.013,7,beta
aging,-0.013,7,beta
punishment,-0.013,7,beta
wm,-0.013,7,beta
atrophy,-0.013,7,beta
muscle,-0.013,7,beta
anxiety,-0.013,7,beta
rehearsal,-0.013,7,beta
monetary incentive,-0.013,7,beta
motor sma,-0.013,7,beta
posterior inferior,-0.013,7,beta
gyrus inferior,-0.013,7,beta
memory load,-0.013,7,beta
anterior medial,-0.013,7,beta
avoidance,-0.013,7,beta
preferences,-0.013,7,beta
reinforcement learning,-0.013,7,beta
interference,-0.013,7,beta
strategic,-0.013,7,beta
evaluations,-0.013,7,beta
response selection,-0.013,7,beta
tapping,-0.013,7,beta
frontal cortices,-0.013,7,beta
movement,-0.013,7,beta
response inhibition,-0.013,7,beta
gambling,-0.013,7,beta
cognitive,-0.013,7,beta
declines,-0.014,7,beta
control,-0.014,7,beta
incentive delay,-0.014,7,beta
sexual,-0.014,7,beta
cortex dacc,-0.014,7,beta
heart,-0.014,7,beta
gains,-0.014,7,beta
dopaminergic,-0.014,7,beta
parahippocampus,-0.014,7,beta
extinction,-0.014,7,beta
self reported,-0.014,7,beta
error,-0.014,7,beta
ventral,-0.014,7,beta
choice,-0.014,7,beta
anterior hippocampus,-0.014,7,beta
task,-0.014,7,beta
difficulty,-0.014,7,beta
updating,-0.014,7,beta
parietal lobes,-0.014,7,beta
cortex cerebellum,-0.015,7,beta
verbal,-0.015,7,beta
pain,-0.015,7,beta
thinking,-0.015,7,beta
primary motor,-0.015,7,beta
motor cortex,-0.015,7,beta
judgment,-0.015,7,beta
finger movements,-0.015,7,beta
older adults,-0.015,7,beta
hippocampal,-0.015,7,beta
reversal,-0.015,7,beta
prefrontal cortices,-0.015,7,beta
motivational,-0.015,7,beta
craving,-0.015,7,beta
force,-0.015,7,beta
thalamic,-0.015,7,beta
motor premotor,-0.015,7,beta
emotional information,-0.015,7,beta
likelihood,-0.015,7,beta
fasciculus,-0.015,7,beta
reinforcement,-0.015,7,beta
eating,-0.016,7,beta
heart rate,-0.016,7,beta
control processes,-0.016,7,beta
inferior prefrontal,-0.016,7,beta
errors,-0.016,7,beta
incentive,-0.016,7,beta
rewarding,-0.016,7,beta
negative neutral,-0.016,7,beta
prefrontal parietal,-0.016,7,beta
regulation,-0.016,7,beta
middle inferior,-0.016,7,beta
moral,-0.016,7,beta
motor network,-0.016,7,beta
